,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
SageMaker($),3,7,1,0,7,7,1,7,0,0,5,0,0,7,5,7,6,5,7,0,7,0,7,6,6,7,7,7,0,4,0,2,3,4,1,3,3,5,0,0,7,0,5,1,7,0,3,0,3,0,0
ElastiCache($),7,6,3,7,7,7,0,7,4,6,7,0,7,5,7,7,1,7,5,2,3,7,7,7,5,7,5,7,3,2,3,1,1,3,7,1,7,7,7,7,2,0,7,7,7,0,6,0,4,0,0
DMS($),7,3,5,7,7,7,0,7,7,0,0,0,5,7,7,7,3,7,3,1,1,6,7,7,0,7,7,7,2,7,3,1,2,6,7,1,6,2,4,4,5,1,5,1,7,0,7,0,1,0,0
Elastic Load Balancing($),0,3,1,3,0,3,3,0,1,7,2,0,0,6,1,3,7,2,3,0,1,2,5,3,1,2,3,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0
QuickSight($),7,3,4,7,5,6,0,7,4,6,3,5,7,5,7,7,2,7,0,4,1,7,7,7,0,6,3,6,0,4,3,3,5,0,7,0,7,1,7,4,6,0,7,6,5,0,4,0,1,0,0
Elastic File System($),0,4,7,0,4,6,2,1,1,1,6,0,7,7,5,3,3,0,7,0,7,3,1,0,0,2,6,7,0,0,0,0,0,0,1,0,5,0,3,2,0,1,0,0,1,0,0,0,0,0,0
SNS($),2,0,3,0,0,0,0,2,0,4,0,0,2,0,2,1,0,4,0,7,0,2,3,2,0,0,0,1,0,0,7,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lambda($),7,7,3,7,2,4,0,0,3,6,7,0,0,7,3,1,1,1,7,0,7,7,0,6,7,0,4,7,2,0,0,0,0,0,7,0,4,7,7,7,7,0,0,7,1,0,2,0,0,0,0
Elastic Container Service for Kubernetes($),7,7,7,7,4,3,1,7,3,7,7,0,7,0,7,6,2,7,3,2,7,7,7,7,5,4,0,2,2,3,3,0,3,3,7,1,7,7,7,7,2,0,7,7,4,0,6,0,2,0,0
Rekognition($),7,1,4,7,7,7,0,7,3,7,4,0,7,7,7,7,5,7,1,3,0,7,7,7,1,7,4,7,1,4,4,0,4,0,7,0,7,3,7,7,6,0,7,7,6,0,5,0,2,0,0
Hardened Red Hat Enterprise 7 (RHEL 7)($),7,7,7,7,7,7,0,7,4,7,7,0,7,6,7,7,3,7,0,2,6,7,7,7,4,7,3,7,3,5,4,2,7,6,7,2,7,7,7,7,7,0,7,7,7,0,7,0,4,0,0
Step Functions($),7,7,0,4,0,0,0,2,2,3,5,0,4,6,5,0,1,0,0,0,7,5,1,4,7,0,0,1,2,0,3,0,0,0,3,0,2,7,2,6,1,0,0,0,0,0,1,0,0,0,0
Glacier($),7,2,4,5,7,7,1,7,7,0,0,0,4,7,7,7,2,6,2,0,0,4,7,7,0,7,7,7,2,4,2,0,2,7,6,1,3,1,3,3,4,2,4,1,7,0,7,0,0,0,0
DynamoDB($),4,0,3,3,6,7,7,5,7,3,0,4,3,7,5,7,3,3,6,0,4,0,4,3,0,7,7,7,0,2,0,0,7,3,2,0,0,0,0,0,0,0,2,0,7,0,7,0,2,0,0
Backup($),7,1,3,6,7,7,7,7,5,0,1,0,7,7,7,7,0,6,7,1,7,2,7,7,1,7,7,7,1,1,3,0,0,2,5,0,0,2,1,3,6,0,7,1,7,0,4,0,3,0,0
AppFlow($),3,2,0,5,0,1,0,2,2,0,1,0,0,0,3,2,0,0,0,0,2,2,1,3,2,2,0,1,7,0,1,0,0,0,3,0,1,2,1,2,0,1,2,2,0,0,1,0,0,0,0
Route 53($),4,1,3,0,7,2,0,4,3,0,0,0,0,4,2,7,0,4,0,0,0,3,4,5,0,4,2,1,0,7,1,0,2,1,3,0,6,0,2,1,5,0,3,0,4,0,7,0,1,0,0
SQS($),4,2,3,2,2,2,0,3,0,4,0,0,3,0,3,3,0,3,0,7,0,3,4,4,3,2,0,3,1,1,7,0,2,0,2,0,2,3,3,2,0,0,1,0,2,0,0,0,1,0,0
EC2 Container Registry (ECR)($),1,0,3,0,2,2,0,4,0,0,3,0,0,2,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,7,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Key Management Service($),4,0,7,0,1,3,7,5,7,7,0,0,0,3,1,2,0,5,0,1,0,3,4,7,0,2,7,0,0,2,2,2,7,0,0,0,6,0,2,3,7,0,1,0,3,2,0,0,0,0,0
API Gateway($),5,0,0,1,2,7,2,7,1,4,0,1,0,4,3,6,1,0,0,2,0,3,0,6,0,7,3,2,0,1,0,0,0,7,1,3,4,0,0,1,6,0,2,0,6,0,3,0,1,0,0
CloudFront($),7,7,4,7,5,4,0,7,6,7,7,1,7,1,7,7,4,7,1,0,7,7,7,7,3,6,2,5,3,3,2,0,0,1,7,0,7,5,7,7,0,0,7,7,5,0,6,0,2,0,0
Athena($),1,0,0,0,2,3,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0
Secrets Manager($),7,7,7,7,7,5,0,7,2,6,6,0,3,3,7,6,0,7,5,1,4,7,7,7,2,3,0,0,1,6,2,3,6,4,7,0,7,4,7,7,7,0,7,4,2,0,4,0,3,0,0
CloudWatch Events($),7,7,1,6,1,0,0,4,3,3,6,0,6,5,7,2,0,1,0,0,7,7,3,7,7,1,0,2,2,0,3,0,0,0,5,0,4,7,4,7,0,0,0,0,0,0,2,0,0,0,0
Cognito($),7,7,7,7,3,3,1,7,2,7,7,0,7,0,7,4,4,7,3,3,7,7,7,7,2,3,0,1,1,2,3,0,2,0,7,0,7,4,7,7,0,0,6,7,3,0,5,0,1,0,0
X-Ray($),7,7,6,7,3,3,1,7,2,7,7,1,7,0,7,4,0,4,2,0,7,7,7,7,6,3,0,3,2,1,2,0,3,1,7,0,7,7,7,7,0,0,5,5,3,0,5,0,1,0,0
Cost Explorer($),5,3,3,1,4,7,0,7,0,0,2,0,2,7,2,5,0,6,0,0,7,2,6,7,1,4,0,6,0,5,0,3,7,6,0,1,7,0,0,0,7,0,7,3,6,0,2,0,1,0,0
Service Catalog($),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0
Systems Manager($),7,2,0,7,4,6,0,7,4,1,1,0,7,5,7,5,0,7,0,0,0,7,7,7,0,4,2,7,2,3,1,0,1,2,7,0,7,0,6,5,7,0,7,4,4,0,3,0,2,0,0
SES($),7,6,0,7,0,0,0,3,3,4,7,0,4,1,7,1,0,6,0,0,7,7,7,7,0,1,0,1,2,0,0,0,0,0,7,0,4,0,7,5,3,0,4,7,2,0,2,0,0,0,0
Simple Workflow Service($),7,0,5,3,7,7,0,7,3,0,0,0,3,7,7,7,3,5,1,0,1,4,6,7,0,7,7,7,0,4,2,0,3,6,5,2,2,0,3,3,6,2,4,2,7,0,7,0,0,0,0
Direct Connect($),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
CloudTrail($),7,6,1,5,7,7,0,5,7,0,4,0,2,3,6,7,1,4,0,0,2,6,5,7,1,7,7,4,1,7,0,0,0,3,6,1,4,2,5,5,2,1,3,2,7,0,7,0,0,0,0
CodeArtifact($),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Elastic Container Service($),3,0,0,2,2,5,0,5,0,0,0,0,1,3,4,1,0,1,0,0,0,2,2,4,0,0,2,3,0,1,1,0,0,1,2,0,3,0,1,1,1,0,2,0,0,0,0,0,7,0,0
Migration Hub Refactor Spaces($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Location Service($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
